ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2,t3,A3,W3,d3,t4,A4,W4,d4
764,70000,8,2.5,29.1,40,40.61,0,160,165,210,6600,8528.1,1624.4,1600,27225,44100,1649.1721,64000,4492125,9261000,66972.87898,2560000,741200625,1944810000,2719768.615
765,70000,7,2.5,29.1,30,84.6,5,180,285,330,8550,27918,2538,900,81225,108900,7157.16,27000,23149125,35937000,605495.736,810000,6597500625,11859210000,51224939.27
766,70000,9,2.5,29.1,20,105.91,6,200,330,380,6600,40245.8,2118.2,400,108900,144400,11216.9281,8000,35937000,54872000,1187984.855,160000,11859210000,20851360000,125819476
767,70000,7,2.5,29.1,30,156.04,7,180,285,330,8550,51493.2,4681.2,900,81225,108900,24348.4816,27000,23149125,35937000,3799337.069,810000,6597500625,11859210000,592848556.2
768,45000,9,2.5,29.1,40,167.72,4,140,120,170,4800,28512.4,6708.8,1600,14400,28900,28129.9984,64000,1728000,4913000,4717963.332,2560000,207360000,835210000,791296810
769,65000,8,2.5,29.1,30,60.78,1,160,165,210,4950,12763.8,1823.4,900,27225,44100,3694.2084,27000,4492125,9261000,224533.9866,810000,741200625,1944810000,13647175.7
770,95000,9,2.5,29.1,20,118.36,1,200,360,410,7200,48527.6,2367.2,400,129600,168100,14009.0896,8000,46656000,68921000,1658115.845,160000,16796160000,28257610000,196254591.4
771,45000,8,2.5,29.1,40,91.92,2,140,120,170,4800,15626.4,3676.8,1600,14400,28900,8449.2864,64000,1728000,4913000,776658.4059,2560000,207360000,835210000,71390440.67
772,90000,6,2.5,29.1,40,111.83,7,140,285,330,11400,36903.9,4473.2,1600,81225,108900,12505.9489,64000,23149125,35937000,1398540.265,2560000,6597500625,11859210000,156398757.9
773,45000,9,2.5,29.1,20,84.58,1,220,405,450,8100,38061,1691.6,400,164025,202500,7153.7764,8000,66430125,91125000,605066.4079,160000,26904200625,41006250000,51176516.78
774,60000,7,2.5,29.1,40,126.04,3,140,210,260,8400,32770.4,5041.6,1600,44100,67600,15886.0816,64000,9261000,17576000,2002281.725,2560000,1944810000,4569760000,252367588.6
775,75000,7,2.5,29.1,30,130,7,180,285,330,8550,42900,3900,900,81225,108900,16900,27000,23149125,35937000,2197000,810000,6597500625,11859210000,285610000
776,80000,7,2.5,29.1,30,26.4,1,180,285,330,8550,8712,792,900,81225,108900,696.96,27000,23149125,35937000,18399.744,810000,6597500625,11859210000,485753.2416
777,75000,7,2.5,29.1,30,65.07,7,180,285,330,8550,21473.1,1952.1,900,81225,108900,4234.1049,27000,23149125,35937000,275513.2058,810000,6597500625,11859210000,17927644.3
778,70000,8,2.5,29.1,40,45.22,4,160,165,210,6600,9496.2,1808.8,1600,27225,44100,2044.8484,64000,4492125,9261000,92468.04465,2560000,741200625,1944810000,4181404.979
779,65000,8,2.5,29.1,40,149.01,2,160,165,210,6600,31292.1,5960.4,1600,27225,44100,22203.9801,64000,4492125,9261000,3308615.075,2560000,741200625,1944810000,493016732.3
780,50000,9,2.5,29.1,20,189.69,14,200,360,410,7200,77772.9,3793.8,400,129600,168100,35982.2961,8000,46656000,68921000,6825481.747,160000,16796160000,28257610000,1294725633
781,40000,7,2.5,29.1,60,92.72,2,100,120,170,7200,15762.4,5563.2,3600,14400,28900,8596.9984,216000,1728000,4913000,797113.6916,12960000,207360000,835210000,73908381.49
782,90000,7,2.5,29.1,20,83.2,3,200,525,480,10500,39936,1664,400,275625,230400,6922.24,8000,144703125,110592000,575930.368,160000,75969140625,53084160000,47917406.62
783,65000,8,2.5,29.1,40,134.63,7,160,165,210,6600,28272.3,5385.2,1600,27225,44100,18125.2369,64000,4492125,9261000,2440200.644,2560000,741200625,1944810000,328524212.7
784,95000,8,2.5,29.1,40,174.87,4,140,120,170,4800,29727.9,6994.8,1600,14400,28900,30579.5169,64000,1728000,4913000,5347440.12,2560000,207360000,835210000,935106853.8
785,90000,9,2.5,29.1,20,147.41,4,200,360,410,7200,60438.1,2948.2,400,129600,168100,21729.7081,8000,46656000,68921000,3203176.271,160000,16796160000,28257610000,472180214.1
786,90000,7,2.5,29.1,60,10.05,1,100,120,170,7200,1708.5,603,3600,14400,28900,101.0025,216000,1728000,4913000,1015.075125,12960000,207360000,835210000,10201.50501
787,90000,9,2.5,29.1,20,51.01,1,200,330,380,6600,19383.8,1020.2,400,108900,144400,2602.0201,8000,35937000,54872000,132729.0453,160000,11859210000,20851360000,6770508.601
788,90000,9,2.5,29.1,20,97.35,1,200,330,380,6600,36993,1947,400,108900,144400,9477.0225,8000,35937000,54872000,922588.1404,160000,11859210000,20851360000,89813955.47
789,90000,7,2.5,29.1,40,113.16,0,140,210,260,8400,29421.6,4526.4,1600,44100,67600,12805.1856,64000,9261000,17576000,1449034.802,2560000,1944810000,4569760000,163972778.3
790,90000,7,2.5,29.1,60,144.26,1,100,120,170,7200,24524.2,8655.6,3600,14400,28900,20810.9476,216000,1728000,4913000,3002187.301,12960000,207360000,835210000,433095540
791,40000,7,2.5,29.1,60,146.7,3,100,120,170,7200,24939,8802,3600,14400,28900,21520.89,216000,1728000,4913000,3157114.563,12960000,207360000,835210000,463148706.4
792,90000,9,2.5,29.1,20,35.74,2,200,360,410,7200,14653.4,714.8,400,129600,168100,1277.3476,8000,46656000,68921000,45652.40322,160000,16796160000,28257610000,1631616.891
793,95000,9,2.5,29.1,20,40.8,2,200,360,410,7200,16728,816,400,129600,168100,1664.64,8000,46656000,68921000,67917.312,160000,16796160000,28257610000,2771026.33
794,55000,6,2.5,29.1,40,73.41,3,140,285,330,11400,24225.3,2936.4,1600,81225,108900,5389.0281,64000,23149125,35937000,395608.5528,2560000,6597500625,11859210000,29041623.86
795,60000,8,2.5,29.1,40,111.36,3,160,165,210,6600,23385.6,4454.4,1600,27225,44100,12401.0496,64000,4492125,9261000,1380980.883,2560000,741200625,1944810000,153786031.2
796,75000,7,2.5,29.1,30,34.13,1,180,285,330,8550,11262.9,1023.9,900,81225,108900,1164.8569,27000,23149125,35937000,39756.566,810000,6597500625,11859210000,1356891.597
797,50000,7,2.5,29.1,30,64.03,1,120,165,210,4950,13446.3,1920.9,900,27225,44100,4099.8409,27000,4492125,9261000,262512.8128,810000,741200625,1944810000,16808695.41
798,80000,7,2.5,29.1,30,86.21,1,180,285,330,8550,28449.3,2586.3,900,81225,108900,7432.1641,27000,23149125,35937000,640726.8671,810000,6597500625,11859210000,55237063.21
799,40000,8,2.5,29.1,40,92.27,4,160,165,210,6600,19376.7,3690.8,1600,27225,44100,8513.7529,64000,4492125,9261000,785563.9801,2560000,741200625,1944810000,72483988.44
800,40000,7,2.5,29.1,60,106.78,3,100,120,170,7200,18152.6,6406.8,3600,14400,28900,11401.9684,216000,1728000,4913000,1217502.186,12960000,207360000,835210000,130004883.4
801,95000,9,2.5,29.1,20,205.64,5,200,360,410,7200,84312.4,4112.8,400,129600,168100,42287.8096,8000,46656000,68921000,8696065.166,160000,16796160000,28257610000,1788258841
802,55000,6,2.5,29.1,40,296.2,8,140,285,330,11400,97746,11848,1600,81225,108900,87734.44,64000,23149125,35937000,25986941.13,2560000,6597500625,11859210000,7697331962
803,75000,7,2.5,29.1,30,325.53,7,180,285,330,8550,107424.9,9765.9,900,81225,108900,105969.7809,27000,23149125,35937000,34496342.78,810000,6597500625,11859210000,11229594464
804,45000,6,2.5,29.1,40,310.64,6,140,285,330,11400,102511.2,12425.6,1600,81225,108900,96497.2096,64000,23149125,35937000,29975893.19,2560000,6597500625,11859210000,9311711461
805,75000,7,2.5,29.1,30,254.26,5,180,285,330,8550,83905.8,7627.8,900,81225,108900,64648.1476,27000,23149125,35937000,16437438.01,810000,6597500625,11859210000,4179382988
806,85000,6,2.5,29.1,40,255.38,8,140,285,330,11400,84275.4,10215.2,1600,81225,108900,65218.9444,64000,23149125,35937000,16655614.02,2560000,6597500625,11859210000,4253510709
807,65000,8,2.5,29.1,20,262.15,7,160,405,450,8100,117967.5,5243,400,164025,202500,68722.6225,8000,66430125,91125000,18015635.49,160000,26904200625,41006250000,4722798843
808,65000,8,2.5,29.1,40,171.29,3,160,165,210,6600,35970.9,6851.6,1600,27225,44100,29340.2641,64000,4492125,9261000,5025693.838,2560000,741200625,1944810000,860851097.5
809,65000,7,2.5,29.1,30,200.86,6,180,285,330,8550,66283.8,6025.8,900,81225,108900,40344.7396,27000,23149125,35937000,8103644.396,810000,6597500625,11859210000,1627698013
810,65000,7,2.5,29.1,30,104.24,4,180,285,330,8550,34399.2,3127.2,900,81225,108900,10865.9776,27000,23149125,35937000,1132669.505,810000,6597500625,11859210000,118069469.2
811,65000,6,2.5,29.1,40,170.66,4,140,285,330,11400,56317.8,6826.4,1600,81225,108900,29124.8356,64000,23149125,35937000,4970444.443,2560000,6597500625,11859210000,848256048.7
812,75000,7,2.5,29.1,30,45.49,1,180,285,330,8550,15011.7,1364.7,900,81225,108900,2069.3401,27000,23149125,35937000,94134.28115,810000,6597500625,11859210000,4282168.449
813,105000,8,2.5,29.1,20,112.22,1,160,450,500,9000,56110,2244.4,400,202500,250000,12593.3284,8000,91125000,125000000,1413223.313,160000,41006250000,62500000000,158591920.2
814,70000,8,2.5,29.1,40,104.62,2,160,165,210,6600,21970.2,4184.8,1600,27225,44100,10945.3444,64000,4492125,9261000,1145101.931,2560000,741200625,1944810000,119800564
815,95000,9,2.5,29.1,20,164.08,2,200,330,380,6600,62350.4,3281.6,400,108900,144400,26922.2464,8000,35937000,54872000,4417402.189,160000,11859210000,20851360000,724807351.2
816,65000,8,2.5,29.1,40,176.85,7,160,165,210,6600,37138.5,7074,1600,27225,44100,31275.9225,64000,4492125,9261000,5531146.894,2560000,741200625,1944810000,978183328.2
817,55000,6,2.5,29.1,40,99.46,5,140,285,330,11400,32821.8,3978.4,1600,81225,108900,9892.2916,64000,23149125,35937000,983887.3225,2560000,6597500625,11859210000,97857433.1
818,65000,8,2.5,29.1,40,223.52,7,160,165,210,6600,46939.2,8940.8,1600,27225,44100,49961.1904,64000,4492125,9261000,11167325.28,2560000,741200625,1944810000,2496120546
819,85000,9,2.5,29.1,20,260.76,5,200,330,380,6600,99088.8,5215.2,400,108900,144400,67995.7776,8000,35937000,54872000,17730578.97,160000,11859210000,20851360000,4623425771
820,50000,7,2.5,29.1,50,277.42,4,120,165,210,8250,58258.2,13871,2500,27225,44100,76961.8564,125000,4492125,9261000,21350758.2,6250000,741200625,1944810000,5923127341
821,105000,8,2.5,29.1,40,202.94,4,160,165,210,6600,42617.4,8117.6,1600,27225,44100,41184.6436,64000,4492125,9261000,8358011.572,2560000,741200625,1944810000,1696174868
822,95000,9,2.5,29.1,20,126.62,4,200,360,410,7200,51914.2,2532.4,400,129600,168100,16032.6244,8000,46656000,68921000,2030050.902,160000,16796160000,28257610000,257045045.2
823,80000,7,2.5,29.1,30,60.96,0,180,285,330,8550,20116.8,1828.8,900,81225,108900,3716.1216,27000,23149125,35937000,226534.7727,810000,6597500625,11859210000,13809559.75
824,80000,7,2.5,29.1,30,89.68,5,180,285,330,8550,29594.4,2690.4,900,81225,108900,8042.5024,27000,23149125,35937000,721251.6152,810000,6597500625,11859210000,64681844.85
825,95000,9,2.5,29.1,20,151.43,4,200,360,410,7200,62086.3,3028.6,400,129600,168100,22931.0449,8000,46656000,68921000,3472448.129,160000,16796160000,28257610000,525832820.2
826,70000,8,2.5,29.1,40,100.09,0,160,165,210,6600,21018.9,4003.6,1600,27225,44100,10018.0081,64000,4492125,9261000,1002702.431,2560000,741200625,1944810000,100360486.3
827,50000,7,2.5,29.1,50,43.17,1,120,165,210,8250,9065.7,2158.5,2500,27225,44100,1863.6489,125000,4492125,9261000,80453.72301,6250000,741200625,1944810000,3473187.222
828,80000,9,2.5,29.1,20,131.14,0,220,330,380,6600,49833.2,2622.8,400,108900,144400,17197.6996,8000,35937000,54872000,2255306.326,160000,11859210000,20851360000,295760871.5
829,105000,7,2.5,29.1,20,180.94,4,200,570,280,11400,50663.2,3618.8,400,324900,78400,32739.2836,8000,185193000,21952000,5923845.975,160000,1.06E+11,6146560000,1071860691
830,70000,8,2.5,29.1,40,132.26,1,160,165,210,6600,27774.6,5290.4,1600,27225,44100,17492.7076,64000,4492125,9261000,2313585.507,2560000,741200625,1944810000,305994819.2
831,80000,7,2.5,29.1,30,205.3,2,180,285,330,8550,67749,6159,900,81225,108900,42148.09,27000,23149125,35937000,8653002.877,810000,6597500625,11859210000,1776461491
832,45000,6,2.5,29.1,40,239.78,12,140,285,330,11400,79127.4,9591.2,1600,81225,108900,57494.4484,64000,23149125,35937000,13786018.84,2560000,6597500625,11859210000,3305611597
833,45000,6,2.5,29.1,40,169,12,140,285,330,11400,55770,6760,1600,81225,108900,28561,64000,23149125,35937000,4826809,2560000,6597500625,11859210000,815730721
834,80000,6,2.5,29.1,40,38.83,0,140,285,330,11400,12813.9,1553.2,1600,81225,108900,1507.7689,64000,23149125,35937000,58546.66639,2560000,6597500625,11859210000,2273367.056
835,85000,9,2.5,29.1,20,88.24,1,200,330,380,6600,33531.2,1764.8,400,108900,144400,7786.2976,8000,35937000,54872000,687062.9002,160000,11859210000,20851360000,60626430.32
836,45000,6,2.5,29.1,40,166.37,3,140,285,330,11400,54902.1,6654.8,1600,81225,108900,27678.9769,64000,23149125,35937000,4604951.387,2560000,6597500625,11859210000,766125762.2
837,105000,6,2.5,29.1,20,202.81,5,200,765,280,15300,56786.8,4056.2,400,585225,78400,41131.8961,8000,447697125,21952000,8341959.848,160000,3.42E+11,6146560000,1691832877
838,50000,7,2.5,29.1,50,253.16,4,120,165,210,8250,53163.6,12658,2500,27225,44100,64089.9856,125000,4492125,9261000,16225020.75,6250000,741200625,1944810000,4107526254
839,50000,7,2.5,29.1,50,322.1,3,120,165,210,8250,67641,16105,2500,27225,44100,103748.41,125000,4492125,9261000,33417362.86,6250000,741200625,1944810000,10763732578
840,55000,6,2.5,29.1,35,237.89,0,140,285,330,9975,78503.7,8326.15,1225,81225,108900,56591.6521,42875,23149125,35937000,13462588.12,1500625,6597500625,11859210000,3202615087
841,55000,6,2.5,29.1,40,132.85,0,140,285,330,11400,43840.5,5314,1600,81225,108900,17649.1225,64000,23149125,35937000,2344685.924,2560000,6597500625,11859210000,311491525
842,65000,8,2.5,29.1,40,283.73,4,160,165,210,6600,59583.3,11349.2,1600,27225,44100,80502.7129,64000,4492125,9261000,22841034.73,2560000,741200625,1944810000,6480686784
843,80000,6,2.5,29.1,40,268.2,8,140,285,330,11400,88506,10728,1600,81225,108900,71931.24,64000,23149125,35937000,19291958.57,2560000,6597500625,11859210000,5174103288
844,50000,7,2.5,29.1,50,234.4,5,120,165,210,8250,49224,11720,2500,27225,44100,54943.36,125000,4492125,9261000,12878723.58,6250000,741200625,1944810000,3018772808
845,50000,7,2.5,29.1,50,255.34,9,120,165,210,8250,53621.4,12767,2500,27225,44100,65198.5156,125000,4492125,9261000,16647788.97,6250000,741200625,1944810000,4250846436
846,45000,6,2.5,29.1,40,245.6,2,140,285,330,11400,81048,9824,1600,81225,108900,60319.36,64000,23149125,35937000,14814434.82,2560000,6597500625,11859210000,3638425191
847,105000,6,2.5,29.1,30,278.26,7,200,450,500,13500,139130,8347.8,900,202500,250000,77428.6276,27000,91125000,125000000,21545289.92,810000,41006250000,62500000000,5995192372
848,105000,9,2.5,29.1,20,158.45,8,220,360,410,7200,64964.5,3169,400,129600,168100,25106.4025,8000,46656000,68921000,3978109.476,160000,16796160000,28257610000,630331446.5
849,65000,8,2.5,29.1,40,60.27,6,160,165,210,6600,12656.7,2410.8,1600,27225,44100,3632.4729,64000,4492125,9261000,218929.1417,2560000,741200625,1944810000,13194859.37
850,100000,9,2.5,29.1,20,268.88,2,220,330,380,6600,102174.4,5377.6,400,108900,144400,72296.4544,8000,35937000,54872000,19439070.66,160000,11859210000,20851360000,5226777319
851,100000,7,2.5,29.1,60,367.14,1,100,120,170,7200,62413.8,22028.4,3600,14400,28900,134791.7796,216000,1728000,4913000,49487453.96,12960000,207360000,835210000,18168823848
852,100000,7,2.5,29.1,60,322.61,1,100,120,170,7200,54843.7,19356.6,3600,14400,28900,104077.2121,216000,1728000,4913000,33576349.4,12960000,207360000,835210000,10832066079
853,100000,6,2.5,29.1,40,276.59,1,140,285,330,11400,91274.7,11063.6,1600,81225,108900,76502.0281,64000,23149125,35937000,21159695.95,2560000,6597500625,11859210000,5852560303
854,90000,9,2.5,29.1,20,193.02,3,200,330,380,6600,73347.6,3860.4,400,108900,144400,37256.7204,8000,35937000,54872000,7191292.172,160000,11859210000,20851360000,1388063215
855,50000,8,2.5,29.1,50,170.06,7,160,165,210,8250,35712.6,8503,2500,27225,44100,28920.4036,125000,4492125,9261000,4918203.836,6250000,741200625,1944810000,836389744.4
856,70000,8,2.5,29.1,40,92.42,3,160,165,210,6600,19408.2,3696.8,1600,27225,44100,8541.4564,64000,4492125,9261000,789401.4005,2560000,741200625,1944810000,72956477.43
857,55000,6,2.5,29.1,40,217.86,6,140,285,330,11400,71893.8,8714.4,1600,81225,108900,47462.9796,64000,23149125,35937000,10340284.74,2560000,6597500625,11859210000,2252734433
858,55000,9,2.5,29.1,20,208.2,3,220,330,380,6600,79116,4164,400,108900,144400,43347.24,8000,35937000,54872000,9024895.368,160000,11859210000,20851360000,1878983216
859,105000,9,2.5,29.1,20,354.35,0,200,210,260,4200,92131,7087,400,44100,67600,125563.9225,8000,9261000,17576000,44493575.94,160000,1944810000,4569760000,15766298634
860,90000,9,2.5,29.1,20,340.07,9,200,210,260,4200,88418.2,6801.4,400,44100,67600,115647.6049,8000,9261000,17576000,39328281,160000,1944810000,4569760000,13374368519
861,85000,6,2.5,29.1,40,259.7,7,140,285,330,11400,85701,10388,1600,81225,108900,67444.09,64000,23149125,35937000,17515230.17,2560000,6597500625,11859210000,4548705276
862,65000,8,2.5,29.1,40,257.74,6,160,165,210,6600,54125.4,10309.6,1600,27225,44100,66429.9076,64000,4492125,9261000,17121644.38,2560000,741200625,1944810000,4412932624
863,65000,8,2.5,29.1,40,174.89,4,160,165,210,6600,36726.9,6995.6,1600,27225,44100,30586.5121,64000,4492125,9261000,5349275.101,2560000,741200625,1944810000,935534722.4
864,45000,6,2.5,29.1,40,308.3,5,140,285,330,11400,101739,12332,1600,81225,108900,95048.89,64000,23149125,35937000,29303572.79,2560000,6597500625,11859210000,9034291490
865,60000,6,2.5,29.1,40,274.15,10,140,285,330,11400,90469.5,10966,1600,81225,108900,75158.2225,64000,23149125,35937000,20604626.7,2560000,6597500625,11859210000,5648758409
866,60000,6,2.5,29.1,40,212.48,5,140,285,330,11400,70118.4,8499.2,1600,81225,108900,45147.7504,64000,23149125,35937000,9592994.005,2560000,6597500625,11859210000,2038319366
867,105000,6,2.5,29.1,40,117.28,4,140,285,330,11400,38702.4,4691.2,1600,81225,108900,13754.5984,64000,23149125,35937000,1613139.3,2560000,6597500625,11859210000,189188977.1
868,100000,9,2.5,29.1,20,37.64,2,220,405,450,8100,16938,752.8,400,164025,202500,1416.7696,8000,66430125,91125000,53327.20774,160000,26904200625,41006250000,2007236.099
869,65000,8,2.5,29.1,40,95.52,1,160,165,210,6600,20059.2,3820.8,1600,27225,44100,9124.0704,64000,4492125,9261000,871531.2046,2560000,741200625,1944810000,83248660.66
870,90000,9,2.5,29.1,20,169.1,2,200,360,410,7200,69331,3382,400,129600,168100,28594.81,8000,46656000,68921000,4835382.371,160000,16796160000,28257610000,817663158.9
871,90000,8,2.5,29.1,40,278,7,160,165,210,6600,58380,11120,1600,27225,44100,77284,64000,4492125,9261000,21484952,2560000,741200625,1944810000,5972816656
872,90000,6,2.5,29.1,20,254.75,4,200,765,280,15300,71330,5095,400,585225,78400,64897.5625,8000,447697125,21952000,16532654.05,160000,3.42E+11,6146560000,4211693618
873,90000,7,2.5,29.1,30,346.9,5,180,285,330,8550,114477,10407,900,81225,108900,120339.61,27000,23149125,35937000,41745810.71,810000,6597500625,11859210000,14481621735
874,90000,7,2.5,29.1,50,417,9,120,165,210,8250,87570,20850,2500,27225,44100,173889,125000,4492125,9261000,72511713,6250000,741200625,1944810000,30237384321
875,50000,7,2.5,29.1,50,405.19,12,120,165,210,8250,85089.9,20259.5,2500,27225,44100,164178.9361,125000,4492125,9261000,66523663.12,6250000,741200625,1944810000,26954723059
876,90000,9,2.5,29.1,20,413.7,6,200,405,450,8100,186165,8274,400,164025,202500,171147.69,8000,66430125,91125000,70803799.35,160000,26904200625,41006250000,29291531792
